,text,merged_entities
647,"we need more accessibility to on-campus counseling services. what ub has right now is not sufficient, especially when they don't really help and are hard to reach. the limits on counseling appointments is not helpful either.","[{'start': 0, 'end': 224, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'On-campus Service - Negative']}, {'start': 0, 'end': 60, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Suggestion']}]"
648,i am not aware of many of the services provided by my college,"[{'start': 0, 'end': 61, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_label': 'General - Neutral'}]"
649,i am not fully informed on the type of program that the school provides. ,"[{'start': 0, 'end': 72, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
650,"we have a good on campus councilor that addresses almost all of the problems that the students at our campus report, but she does have a hard time getting to the root of the problem when the student is not entirely sure what the problem is.","[{'start': 0, 'end': 115, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 117, 'end': 240, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}]"
651,"my school has a 24 hour crisis line and counseling services available to all students. however, the amount of appointments that a student can have and the wait time to get an appointment is a serious barrier. ","[{'start': 0, 'end': 35, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 40, 'end': 87, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 87, 'end': 209, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
652,"counseling is pretty good, though it would be better if it wasn't so short term.","[{'start': 0, 'end': 26, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 27, 'end': 80, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Counseling Service - Suggestion', 'Service Availability - Suggestion']}]"
653,i have not used any mental health service so i do not know what needs more money,"[{'start': 0, 'end': 80, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
654,the on campus psychiatry department is good but oh man the ucc :/,"[{'start': 0, 'end': 44, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 44, 'end': 65, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'General - Negative', 'Counseling Service - Negative']}]"
655,i have not had the opportunity to experience any of my college’s mental health & wellness services but i know that they are well equipped to accommodate students with mental health issues.,"[{'start': 99, 'end': 188, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 0, 'end': 98, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
656,"i’m not sure since i haven’t used them, but i have heard great things","[{'start': 0, 'end': 69, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_label': 'General - Neutral'}]"
657,get people liscensed to talk ab substance abuse so they don’t kick people out and have to go to places that cost money,"[{'start': 0, 'end': 118, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Negative'}]"
658,weekly mental health checking in by emails that state how to get help,"[{'start': 0, 'end': 69, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_label': 'Wellness Service - Positive'}]"
659,i feel like not many people are aware that those services are provided.,"[{'start': 0, 'end': 71, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
660,the actual counseling center works well but they get booked so easily. also the college academically does not care about our mental health ,"[{'start': 0, 'end': 40, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 40, 'end': 71, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}, {'start': 71, 'end': 139, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'General - Limitation', 'General - Negative']}]"
661,"the therapists themselves are ok - although niche. i mean they work well for some. there’s not much diversity- and i know that smith says half are poc but when the total is 12, 50% of employees are still just 6. we need more therapists. it’s clear and fact that smith students carry more trauma than other students (and that’s just starting from identity) so it’s a no brainer that 12 isn’t enough. especially with an over enrolled school - we didn’t have enough therapists before and now we certainly don’t have enough. we took a mental health survey earlier that is apparently still being analyzed and i look at data all day. i’d be blind to still wonder if we need more therapists (especially when the weight of not having enough therapists can result in death)","[{'start': 0, 'end': 50, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 83, 'end': 520, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 521, 'end': 764, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Limitation', 'Therapy Service - Suggestion']}]"
662,"i like department specific mental health counseling (e.g., for engineers). there are not enough providers though to make the mental health services helpful.","[{'start': 0, 'end': 74, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Suggestion', 'Counseling Service - Positive']}, {'start': 75, 'end': 156, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}]"
663,"i feel the college has notoriously let people down in regard to mental health services. it is difficult to receive ongoing counseling, many of the counselors that i've seen have been unfriendly or unhelpful, and it is extremely difficult to get a psychiatric diagnosis in order to receive accommodations. above all, the majority of the counselors are white women, which makes it difficult to describe my experiences to them as a person of color and they often provide culture-blind strategies for dealing with problems. john hancock has been the most helpful person to me, but he is unavailable for ongoing counseling appointments.","[{'start': 0, 'end': 88, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Negative', 'Mental Health Service - Negative']}, {'start': 88, 'end': 304, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation']}, {'start': 305, 'end': 519, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}, {'start': 520, 'end': 572, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 573, 'end': 631, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Negative']}]"
664,"well-woman is working very well in my opinion. i wish that the school would expand it!!!! anxiety and depression in students need more attention, especially during specific seasons. ","[{'start': 0, 'end': 46, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 47, 'end': 89, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Wellness Service - Suggestion']}, {'start': 47, 'end': 182, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion', 'Wellness Service - Suggestion']}]"
665,the counselors here are great and the professors really care and will listen to you talk about life.,"[{'start': 0, 'end': 100, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'General - Positive', 'General - Positive']}, {'start': 0, 'end': 30, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}]"
666,the therapist on campus is working well. the fact that no one knows she’s there isn’t well.,"[{'start': 0, 'end': 40, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 40, 'end': 91, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'On-campus Service - Negative']}]"
667,counseling is widely available but i’m not sure how to get in contact ,"[{'start': 0, 'end': 30, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_label': 'Counseling Service - Positive'}, {'start': 31, 'end': 70, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
668,i'm not sure what support at the college is working well. i haven't used any.,"[{'start': 0, 'end': 77, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'On-campus Service - Neutral']}]"
669,"the mental health hotline works well

sometimes there is a waitlist for therapy appointments, which isn't great","[{'start': 0, 'end': 36, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 38, 'end': 111, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
670,"the wellness center and the commuter center are great resources and communicate well through emails. i enjoy the events they organize.

i would like there to be more information about where and how to get in contact with a wellness counseler.","[{'start': 0, 'end': 134, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 136, 'end': 242, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Wellness Service - Suggestion', 'Counseling Service - Suggestion']}]"
671,"i haven’t used any mental health services provided by the college, nor have i been informed of any. ","[{'start': 0, 'end': 100, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
672,the uaa student health and counseling center and uaa care team services are great services provided by my college to help students who are struggling with mental health issue. students also have the option to anonymously advocate for teh wellness of a fellow student. ,"[{'start': 0, 'end': 175, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Mental Health Service - Positive']}, {'start': 176, 'end': 268, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive']}]"
673,"people would always talk about how caps is there for you, but it feels distant. ","[{'start': 0, 'end': 80, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_label': 'On-campus Service - Negative'}]"
674,"they don't have enough counselors and they also don't really do a lot of specified work, but a lot of places off campus are wildly expensive, so there's limited options to get help for serious diagnoses/esas/etc.","[{'start': 0, 'end': 34, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 38, 'end': 88, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 89, 'end': 212, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Limitation', 'General - Limitation']}]"
675,need more attention on students who are really struggling mentally and physically; friends have been turned away by counseling because they were unfit to be helped,"[{'start': 0, 'end': 82, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Suggestion', 'General - Suggestion']}, {'start': 83, 'end': 163, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Limitation']}]"
676,i did not know that we were able to get free counseling for a semester. it is still a bit unclear about how to schedule an appointment too. ,"[{'start': 0, 'end': 140, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
677,the caps program is great but i think they could partner with off campus agencies for other help,"[{'start': 0, 'end': 26, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 26, 'end': 96, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Suggestion', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}]"
678,i havent used the schools services but have heard that the counsiling offered is poor,"[{'start': 0, 'end': 85, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]"
679,"i haven't struggled much with my mental health over the course of my time here so far, so i have very little experience with the wellness services here.","[{'start': 0, 'end': 152, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['Wellness Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
680,i have no idea what works well. im too afraid to admit mental health problems to anyone.,"[{'start': 0, 'end': 88, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Limitation']}]"
681,i couldn’t tell you what goes into what category. i just didn’t receive effective treatment from them. ,"[{'start': 0, 'end': 103, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]"
682,i think the corec should offer more workout classes targeted to mental heanth,"[{'start': 0, 'end': 77, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Wellness Service - Negative', 'Wellness Service - Suggestion', 'Mental Health Service - Suggestion']}]"
683,caps is an accessible resource but it can only do so much.,"[{'start': 0, 'end': 58, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_label': 'On-campus Service - Negative'}]"
684,caps is a good start but it’s not enough. it’s too difficult to access or learn how to get help. ,"[{'start': 0, 'end': 21, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 21, 'end': 97, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
685,"i know only of two currently which is the counseling services and the 360 life services. they seem like they work great as i have not yet had to use them, however i am not sure how well they would work with being an only online student and having conflicting schedules","[{'start': 89, 'end': 153, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_label': 'On-campus Service - Positive'}, {'start': 155, 'end': 268, 'aspects': ['On-campus Service'], 'sentiments': ['Neutral'], 'raw_label': 'On-campus Service - Neutral'}]"
686,"i was not aware that occc offered any mental health options, i think advertising it is something i would like to see","[{'start': 0, 'end': 116, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
687,i literally never knew that there were mental health services on campus/offered by the college because i take my courses online. more advertising specifically for online students would be great.,"[{'start': 0, 'end': 194, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
688,"i find it difficult to schedule appointments during certain times of the semester with counselors, since all seem to be booked often.","[{'start': 0, 'end': 133, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
689,caps does cool events with puppies. i think they need to have more professional therapists versuses low level ones.,"[{'start': 0, 'end': 35, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Counseling Service - Positive']}, {'start': 35, 'end': 115, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Negative', 'Therapy Service - Suggestion']}]"
690,i think they have decent programs in place but not many people know about them or actually access them ,"[{'start': 0, 'end': 42, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 43, 'end': 103, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'On-campus Service - Limitation']}]"
691,i feel the use of tele-health has been expanded during covid and can make a good impact ,"[{'start': 0, 'end': 88, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}]"
692,"i don't use the services, so i would not have a clue. but maybe improve group sessions or add them in.","[{'start': 0, 'end': 53, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}, {'start': 54, 'end': 102, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Suggestion', 'Therapy Service - Suggestion']}]"
693,"there are a lot of peer counseling resources which i like, but there should be more professional, in-person options.","[{'start': 0, 'end': 57, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 59, 'end': 116, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Suggestion', 'Counseling Service - Suggestion']}]"
694,not sure haven’t gotten any help. professors should be more understanding though,"[{'start': 0, 'end': 33, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Neutral', 'General - Negative']}, {'start': 34, 'end': 80, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'General - Suggestion']}]"
695,"i know nothing of the mental health services offered on campus. 

even if i did, seeking them out would require me to pay even more for parking which already is a large financial stressor. ","[{'start': 0, 'end': 64, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_label': 'General - Neutral'}]"
696,what’s working well is the on site availability of support however anything over the internet or phone can be hard to schedule with your time and to access making the appointments can be a bit tedious especially when you may want help but need it a bit sooner,"[{'start': 0, 'end': 59, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Service Availability - Positive']}, {'start': 59, 'end': 259, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]"
697,"caps, it is very difficult as a student and having professors seem to disregard mental health. perhaps flagging when a good student is failing, or isn’t showing up to classes. helping them?","[{'start': 0, 'end': 94, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_label': 'On-campus Service - Negative'}]"
698,i have not used any of the mental health services provided by asu.,"[{'start': 0, 'end': 66, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['Mental Health Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
699,having any type of therapist and someone to talk to about problems would be great,"[{'start': 0, 'end': 81, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_label': 'On-campus Service - Negative'}]"
700,"i mean, you have to actively look for someone like a counselor to help you.. i only know of people because i'm close to some faculty.. so there's no way to really know they're there without seeking, but they are always available. ","[{'start': 0, 'end': 75, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 77, 'end': 230, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation', 'Service Availability - Positive']}]"
701,"the college provides very limited mental health support. it is there for small issues, like friendship or homesickness. it is not for deep rooted issues or anything further than a little anxiety and depression","[{'start': 0, 'end': 56, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Negative', 'Mental Health Service - Limitation']}]"
702,"they have counselors, but not enough to provide for the entire campus community. ","[{'start': 0, 'end': 81, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
703,more focus on professional stressors (ie. career and job) rather than social stressors,"[{'start': 0, 'end': 86, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'General - Suggestion', 'General - Suggestion']}]"
704,"i can’t really say anything works well. i called our counseling center in spring 2021 and referred to an off campus online therapy service, had my appointments that i waited months for canceled twice. it was pretty disheartening ","[{'start': 40, 'end': 229, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 0, 'end': 39, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]"
705,wvu has the carruth center that they frequently advertise. i’ve never visited it though so i’m not sure how good of a place it is.,"[{'start': 0, 'end': 130, 'aspects': ['On-campus Service'], 'sentiments': ['Neutral'], 'raw_label': 'On-campus Service - Neutral'}]"
706,i am more likely to attend telehealth service. i also would benefit from being able to obtain a prescription for anxiety. and for adhd services which aren’t offered.,"[{'start': 0, 'end': 46, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 122, 'end': 165, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Therapy Service - Limitation']}, {'start': 47, 'end': 165, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]"
707,honestly i don’t use any of the services the college provides but i’ve seen others complain about how they weren’t treated well by the staff,"[{'start': 66, 'end': 140, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]"
708,"free counseling is great, but it can still be hard to access and take a while to get  ","[{'start': 0, 'end': 24, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 26, 'end': 85, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
709,"i have not been too concerned with the college’s mental health program since i work for the state and live in lincoln, both of which also have programs.","[{'start': 0, 'end': 152, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
710,"communication about resources, costs. making appointments online or getting a consultation / evaluation ","[{'start': 38, 'end': 103, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion']}, {'start': 0, 'end': 38, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Suggestion']}]"
711,i’ve had multiple friends who used caps and thought the service was very helpful!,"[{'start': 0, 'end': 81, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]"
712,"i am not sure; i have not used any yet. i believe spreading information about services, specifically counseling services, should get more attention. maybe looking at doing in-person counseling should be looked at.","[{'start': 0, 'end': 148, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}, {'start': 149, 'end': 213, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Counseling Service - Suggestion', 'Counseling Service - Suggestion']}, {'start': 0, 'end': 39, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
713,i like the availability of counseling and that it is at no charge — though have not used the service.,"[{'start': 0, 'end': 66, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 68, 'end': 101, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
714,"i think it is great that we have caps, and i know lots of students use that services. i'm not sure how it is recently, but i know in the past it was nearly impossible to get an appointment, especially last minute. i think it is really great that we have a coordinator who can help students find off campus care and i wish that more people were open to that kind of thing. ","[{'start': 0, 'end': 85, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 86, 'end': 213, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}, {'start': 214, 'end': 372, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}]"
715,"the counselors on campus are generally nice, but very, very busy. i’ve known people personally who have had very negative reports of how asu handles what they perceive to be an emergency. i think there needs to be professional victim advocates for people who have experienced sexual assault. ","[{'start': 0, 'end': 44, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 45, 'end': 187, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 188, 'end': 292, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Suggestion', 'General - Suggestion', 'On-campus Service - Suggestion']}]"
716,"great counsellors in the program, success coaches are really good at directing students towards these mental health resources.

i think having more money going towards mental health facilities would be a good idea as everyone's mental health has seemed to get a bit worse after the pandemic.","[{'start': 0, 'end': 126, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}, {'start': 128, 'end': 291, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}]"
717,allow students to see their own counselors at a discount through the school,"[{'start': 0, 'end': 75, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]"
718,"as an online student, i have not received any information regarding mental health","[{'start': 0, 'end': 81, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]"
719,i don’t live on campus. so i don’t use any mental health help. ,"[{'start': 0, 'end': 63, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
720,nothing works as well as it should.  we need more counselors and psychologists who will help and not collect an hourly coin as my friends share their issues with no guidance or resolve.,"[{'start': 37, 'end': 185, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Suggestion']}, {'start': 0, 'end': 36, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]"
721,"i am an online student living near chicago. aside from student-run groups and clubs, there doesn't seem to be as many options for online students who are in need of mental health and wellness services. i think that the school should increase the amount of options available to online students, and make an effort to clearly communicate those options to students so that they know there are options.","[{'start': 201, 'end': 398, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'On-campus Service - Suggestion']}, {'start': 0, 'end': 201, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Limitation', 'On-campus Service - Negative']}]"
