sample_id,text,merged_entities,gold_struct,candidates_final
704,"i can’t really say anything works well. i called our counseling center in spring 2021 and referred to an off campus online therapy service, had my appointments that i waited months for canceled twice. it was pretty disheartening ","[{'start': 40, 'end': 229, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 0, 'end': 39, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['Counseling Service', 'On-campus Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [40, 229]}]}, 'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 39]}]}}}","[""Counseling Service"", ""On-campus Service""]"
706,i am more likely to attend telehealth service. i also would benefit from being able to obtain a prescription for anxiety. and for adhd services which aren’t offered.,"[{'start': 0, 'end': 46, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 122, 'end': 165, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Therapy Service - Limitation']}, {'start': 47, 'end': 165, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]","{'aspect_set': ['Hotline Service', 'Therapy Service'], 'by_aspect': {'Hotline Service': {'label': 'Positive', 'evidence': [{'span': [0, 46]}]}, 'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [47, 165]}]}}}","[""Hotline Service"", ""Therapy Service""]"
707,honestly i don’t use any of the services the college provides but i’ve seen others complain about how they weren’t treated well by the staff,"[{'start': 66, 'end': 140, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [66, 140]}]}}}","[""Counseling Service""]"
708,"free counseling is great, but it can still be hard to access and take a while to get  ","[{'start': 0, 'end': 24, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 26, 'end': 85, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 24]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [26, 85]}]}}}","[""Counseling Service"", ""Service Availability""]"
710,"communication about resources, costs. making appointments online or getting a consultation / evaluation ","[{'start': 38, 'end': 103, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion']}, {'start': 0, 'end': 38, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [38, 103]}]}}}","[""Service Availability""]"
711,i’ve had multiple friends who used caps and thought the service was very helpful!,"[{'start': 0, 'end': 81, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 81]}]}}}","[""Counseling Service""]"
714,"i think it is great that we have caps, and i know lots of students use that services. i'm not sure how it is recently, but i know in the past it was nearly impossible to get an appointment, especially last minute. i think it is really great that we have a coordinator who can help students find off campus care and i wish that more people were open to that kind of thing. ","[{'start': 0, 'end': 85, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 86, 'end': 213, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}, {'start': 214, 'end': 372, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 85]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [86, 213]}]}}}","[""Counseling Service"", ""Service Availability""]"
715,"the counselors on campus are generally nice, but very, very busy. i’ve known people personally who have had very negative reports of how asu handles what they perceive to be an emergency. i think there needs to be professional victim advocates for people who have experienced sexual assault. ","[{'start': 0, 'end': 44, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 45, 'end': 187, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 188, 'end': 292, 'aspects': [], 'sentiments': [], 'raw_labels': ['Wellness Service - Suggestion', 'General - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'MIXED', 'evidence': [{'span': [0, 44]}, {'span': [45, 187]}]}}}","[""Counseling Service""]"
716,"great counsellors in the program, success coaches are really good at directing students towards these mental health resources.

i think having more money going towards mental health facilities would be a good idea as everyone's mental health has seemed to get a bit worse after the pandemic.","[{'start': 0, 'end': 126, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}, {'start': 128, 'end': 291, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [128, 291]}]}}}","[""Mental Health Service""]"
717,allow students to see their own counselors at a discount through the school,"[{'start': 0, 'end': 75, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 75]}]}}}","[""Counseling Service""]"
718,"as an online student, i have not received any information regarding mental health","[{'start': 0, 'end': 81, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 81]}]}}}","[""General""]"
720,nothing works as well as it should.  we need more counselors and psychologists who will help and not collect an hourly coin as my friends share their issues with no guidance or resolve.,"[{'start': 37, 'end': 185, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Suggestion']}, {'start': 0, 'end': 36, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 36]}]}}}","[""On-campus Service""]"
721,"i am an online student living near chicago. aside from student-run groups and clubs, there doesn't seem to be as many options for online students who are in need of mental health and wellness services. i think that the school should increase the amount of options available to online students, and make an effort to clearly communicate those options to students so that they know there are options.","[{'start': 201, 'end': 398, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'On-campus Service - Suggestion']}, {'start': 0, 'end': 201, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Limitation', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 201]}]}}}","[""On-campus Service""]"
722,"the counseling services are great, i used it throughout the pandemic. knowing how to connect with counseling needs to be addressed","[{'start': 0, 'end': 69, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 70, 'end': 130, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 69]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [70, 130]}]}}}","[""Counseling Service"", ""Service Availability""]"
723,"there was an event for basic needs recently, which was helpful in pointing out resources.","[{'start': 0, 'end': 89, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Wellness Service - Positive', 'On-campus Service - Positive']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 89]}]}}}","[""On-campus Service""]"
724,"maybe something surrounding family. i know from experience that talking about your mental health and emotions isn’t something families to normally and it makes it extremely hard to open up, even to friends ","[{'start': 0, 'end': 206, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Suggestion', 'General - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 206]}]}}}","[""General""]"
725,"i would like to be able to have an actual therapist to talk to on campus. with teachers or counselors, i feel obligated to only gloss over my personal life and really focus on my academic needs. i feel as though that the health center does not help when it comes to referring students to a real therapist. ","[{'start': 0, 'end': 73, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion', 'Counseling Service - Suggestion']}, {'start': 74, 'end': 194, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 195, 'end': 306, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Suggestion', 'Therapy Service - Limitation']}]","{'aspect_set': ['Counseling Service', 'Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [0, 73]}]}, 'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [74, 194]}]}}}","[""Counseling Service"", ""Therapy Service""]"
726,we only have one counselor at the asia campus. she's nice but not every person works well with the same type of counselor.,"[{'start': 0, 'end': 122, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 0, 'end': 57, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Limitation']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 122]}]}}}","[""Counseling Service""]"
727,more access and awareness for guys seeking mental health and being comfortable with expressing themselves.,"[{'start': 0, 'end': 106, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Suggestion', 'Mental Health Service - Positive']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 106]}]}}}","[""Mental Health Service""]"
728,"vcu needs to offer free, confidential therapy to students  who may not be able to afford a therapist or whose parents dont support the idea of therapy","[{'start': 0, 'end': 150, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'On-campus Service - Suggestion', 'Therapy Service - Suggestion']}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [0, 150]}]}}}","[""Therapy Service""]"
729,"there is a lot that i don't use as i don't like to talk to people in person about my issues, but also don't want to put it online so it's a hard balance to follow, so more open about where and who i should talk to anonymously would be good.","[{'start': 164, 'end': 240, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Suggestion', 'Mental Health Service - Suggestion']}, {'start': 0, 'end': 239, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Limitation', 'General - Suggestion']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 239]}]}}}","[""General""]"
730,gathering more people to know each other. as a stress reliever and help each other out,"[{'start': 0, 'end': 86, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Suggestion'}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 86]}]}}}","[""General""]"
731,"i think that there needs to be greater accessibility to on campus counseling and therapy. if it was easier to get an appointment, or talk to someone over the phone, it would be easier","[{'start': 0, 'end': 90, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 90, 'end': 183, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 90]}]}}}","[""Service Availability""]"
733,"it is widely known that if you need to see a counselor, it will take at least weeks to get you in if not a month or so. i think this is a big failing and students should be able to get support right away. you can always go to the caps office at any point for a one time visit but that is also hard to schedule and not widely advertised.","[{'start': 0, 'end': 336, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 336]}]}}}","[""Service Availability""]"
734,"haven't used it to know--but from my impression limited attention is given to men/male issues due to sexism, and inability to address issues faced by christians being persecuted (for instance from own family)","[{'start': 0, 'end': 208, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'General - Limitation', 'On-campus Service - Limitation']}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 208]}]}}}","[""General""]"
735,there are a good number of available resources but i feel like they should advertise them more. like tell people how (and in what situations) they can help.,"[{'start': 0, 'end': 156, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 156]}]}}}","[""Service Availability""]"
737,i haven’t used any of stony mental health resources so i’m not sure but based on other peoples experiences i believe they should have a 24 hour service with people who are more empathetic ,"[{'start': 0, 'end': 188, 'aspects': ['Hotline Service'], 'sentiments': ['Negative'], 'raw_labels': ['Hotline Service - Negative', 'Hotline Service - Suggestion', 'Hotline Service - Suggestion']}]","{'aspect_set': ['Hotline Service'], 'by_aspect': {'Hotline Service': {'label': 'Negative', 'evidence': [{'span': [0, 188]}]}}}","[""Hotline Service""]"
739,"peer counseling is advertised well. however, these are college aged peers. they don't know what they're doing. they should have a certification/program of some kind if they don't already","[{'start': 0, 'end': 35, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 36, 'end': 186, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [36, 186]}]}}}","[""Counseling Service""]"
740,mental health services are not the best. i had to find resources outside of school.,"[{'start': 0, 'end': 83, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Negative', 'Mental Health Service - Negative']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 83]}]}}}","[""Mental Health Service""]"
741,once i was able to meet with a mental health counselor things looked better with my mental health. i was able to comfortably talk with my counselor and schedule regular sessions. my counselor also connected me to a case manager and through them i was able to find long-term therapy providers. i wish the counseling center had more staff. it seems mental health concerns are more prominent in college and with the pandemic. the soonest i was able to see my counselor the first time was a few weeks out from when i scheduled it. but sometimes people need support that isn't necessarily a dire emergency. ,"[{'start': 0, 'end': 292, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}, {'start': 293, 'end': 602, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}, {'start': 293, 'end': 336, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 292]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [293, 336]}, {'span': [293, 602]}]}}}","[""Counseling Service"", ""Service Availability""]"
742,"i appreciate slcc efforts for inclusion and diversity. despite the fact that we still have a long way to go, i feel like slcc does the best job out of all major universities/colleges in the whole state. ","[{'start': 0, 'end': 203, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 203]}]}}}","[""On-campus Service""]"
743,"i’m glad that my school offers counseling and mental health services.  however, they are very difficult to get an appointment with and they are not available as a regular counselor.","[{'start': 0, 'end': 70, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 70, 'end': 181, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}]","{'aspect_set': ['On-campus Service', 'Service Availability'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 70]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [70, 181]}]}}}","[""On-campus Service"", ""Service Availability""]"
744,i have not seen any or heard of any services that the college can offer for mental health.,"[{'start': 0, 'end': 90, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Mental Health Service - Limitation', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 90]}]}}}","[""On-campus Service""]"
745,i haven’t personally tried to use them but i have heard other students say support is weak,"[{'start': 0, 'end': 90, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'On-campus Service - Negative']}]","{'aspect_set': ['On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Negative', 'evidence': [{'span': [0, 90]}]}}}","[""On-campus Service""]"
746,"i have not sought out any counseling on campus simply for the lack of knowledge on how it works. i think a newsletter of some kind that shows where to go, who you will be seeing, how to schedule an appointment online with a provider, and programs available to students would be helpful. ","[{'start': 0, 'end': 287, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 287]}]}}}","[""Service Availability""]"
748,i feel that there needs to be more advertisements for the services they provide to students.,"[{'start': 0, 'end': 92, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 92]}]}}}","[""Service Availability""]"
749,therapists are very high quality. there needs to be more of them so patient caseload per provider are not increased but more students can be seen.,"[{'start': 0, 'end': 34, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 34, 'end': 146, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Service Availability', 'Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Positive', 'evidence': [{'span': [0, 34]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [34, 146]}]}}}","[""Service Availability"", ""Therapy Service""]"
751,my understanding is that the barriers to getting mental health counseling at mac are annoyingly high ,"[{'start': 0, 'end': 101, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 101]}]}}}","[""Counseling Service""]"
752,"mindfulness programs provide great support. i don’t know the scope of umass’ mental health programs as i seek  services outside of the college, but i would imagine it is not fully staffed or funded. there should be more focus in that area. thank you for conducting this survey.","[{'start': 0, 'end': 43, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 43, 'end': 239, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Neutral']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 43]}]}}}","[""Wellness Service""]"
753,online counseling and i feel like the pressure and stress/anxiety needs to be paid more attention to,"[{'start': 0, 'end': 17, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 0, 'end': 100, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'General - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Mental Health Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 17]}]}, 'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 100]}]}}}","[""Counseling Service"", ""Mental Health Service""]"
754,i was refused mental health counseling on campus because i was not being and abused or risk for my life because they didn’t have enough staff,"[{'start': 0, 'end': 141, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 141]}]}}}","[""Service Availability""]"
755,"they do a good job promating the mental health support and services, but i would like to see more awareness of other mental health issues other than depression and anxiety.","[{'start': 0, 'end': 67, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 68, 'end': 172, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Negative', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 67]}]}}}","[""Mental Health Service""]"
757,"i honestly think all of it is amazing so far, i visit the therapists and nurses a lot right now and it’s all been covered by tuition and fees. everyone is super friendly and i always leave feeling like i had everything taken care of","[{'start': 0, 'end': 232, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Therapy Service - Positive', 'Therapy Service - Positive']}, {'start': 143, 'end': 232, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Therapy Service - Positive']}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Positive', 'evidence': [{'span': [0, 232]}]}}}","[""Therapy Service""]"
758,people in crises were unable to even get appointments during the fall. that was unacceptable and the college needs to make sure it doesn't happen again. ,"[{'start': 0, 'end': 70, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}, {'start': 71, 'end': 151, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Negative']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 70]}, {'span': [71, 151]}]}}}","[""Service Availability""]"
759,easier access to an actual therapist weather we pass the screening or not,"[{'start': 0, 'end': 73, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}]","{'aspect_set': ['Therapy Service'], 'by_aspect': {'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [0, 73]}]}}}","[""Therapy Service""]"
761,"i felt like the school just kinda pushed my mental health aside when i met with a counselor. they just referred me to a therapy group in the town, but i couldn’t go there due to insurance","[{'start': 0, 'end': 92, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 93, 'end': 187, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Therapy Service - Limitation']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 92]}]}}}","[""Counseling Service""]"
762,"put more about getting mental health help/counseling options on the volstate website (or make it easier to find, because i still struggle to find helpful info of who to talk to)","[{'start': 0, 'end': 177, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 177]}]}}}","[""Service Availability""]"
764,i only know of one mental health employee but do not know how to reach them or what to do. the therapy they provide is also catholic based which i am not,"[{'start': 0, 'end': 90, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Limitation', 'Service Availability - Limitation']}, {'start': 91, 'end': 153, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'General - Limitation', 'Therapy Service - Limitation']}]","{'aspect_set': ['Service Availability', 'Therapy Service'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 90]}]}, 'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [91, 153]}]}}}","[""Service Availability"", ""Therapy Service""]"
765," mainly one counselor, jasmine, has been helpful. need more services/talks about nutrition/body image for students of color and athletes of color because elizabeth allred is not a safe space to discuss either of those.","[{'start': 0, 'end': 49, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 50, 'end': 218, 'aspects': ['Wellness Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Wellness Service - Suggestion', 'Wellness Service - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Wellness Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 49]}]}, 'Wellness Service': {'label': 'Negative', 'evidence': [{'span': [50, 218]}]}}}","[""Counseling Service"", ""Wellness Service""]"
